降水量の合計(mm),最高気温(℃),最低気温(℃),最多風向(16方位),天気概況(昼：06時〜18時),平均雲量(10分比),平均蒸気圧(hPa)
0,17.6,5.2,7,1,2.5,7.5
7.5,19.0,13.3,8,4,10.0,14.7
0.5,21.4,11.5,15,4,10.0,12.9
0.0,19.0,10.7,14,2,8.3,7.4
0,11.0,9.1,0,4,10.0,6.9
0.0,20.3,9.3,7,4,10.0,12.9
7.0,22.8,8.9,2,4,8.0,12.8
16.5,12.4,3.9,0,4,9.8,6.3
0,12.9,3.6,6,3,7.8,5.7
13.5,10.1,6.6,14,10,10.0,9.2
53.5,9.8,6.7,15,0,10.0,10.7
1.5,17.9,8.2,15,4,9.5,11.4
0,21.8,10.6,7,4,9.0,12.4
0,19.2,10.9,4,4,7.8,11.6
0,21.7,9.7,6,1,0.8,9.6
0,23.8,10.1,8,1,0.0,12.6
0,26.8,13.0,8,1,0.0,12.8
0,24.7,13.8,7,3,9.8,15.7
0,25.6,15.4,7,1,2.5,16.0
0,26.4,15.2,6,3,7.3,18.1
4.0,20.2,10.0,2,10,10.0,12.9
19.5,12.1,8.3,1,10,10.0,12.0
1.0,20.2,8.0,0,4,8.8,10.8
0.0,17.8,9.9,7,4,9.8,10.6
28.5,18.2,11.7,14,4,8.5,13.6
1.0,20.9,10.6,7,4,9.0,12.5
1.5,14.0,9.5,15,4,10.0,11.9
8.5,21.5,12.2,7,3,8.3,14.1
29.0,26.2,13.5,7,2,5.0,17.9
0,26.7,16.5,7,4,8.5,17.8
3.5,20.3,14.1,15,4,10.0,15.7
0,26.6,13.0,7,2,4.8,17.3
2.5,23.6,17.9,8,4,10.0,22.6
0.5,27.7,18.9,8,4,10.0,22.2
0.0,21.1,14.2,2,4,6.8,10.9
40.0,16.4,9.0,0,10,7.8,12.9
0,18.4,7.4,3,2,2.5,9.0
12.0,16.8,10.8,15,4,9.8,12.0
1.0,19.4,9.5,7,4,8.5,11.0
0,20.4,9.3,8,1,0.8,10.4
0,25.0,10.8,8,1,2.5,11.8
0,26.3,13.6,7,3,6.5,14.6
0,24.5,15.2,7,3,10.0,15.9
7.5,22.8,15.4,4,4,8.8,18.5
0.0,22.5,16.2,14,4,8.0,12.0
8.0,17.3,11.2,1,4,10.0,12.7
0.5,23.0,11.2,3,3,10.0,11.4
0,24.6,13.0,7,3,10.0,13.4
2.0,25.0,16.3,7,4,10.0,19.4
28.5,20.6,17.3,14,10,10.0,21.8
9.5,25.6,19.6,8,10,10.0,22.7
1.0,19.9,14.7,2,4,10.0,13.4
7.5,15.6,13.2,0,10,10.0,15.7
0.5,18.2,13.7,8,4,10.0,16.1
0,24.9,13.4,8,3,9.0,15.3
0,26.6,14.2,8,2,5.0,13.8
0,25.9,16.3,8,3,10.0,17.8
39.5,20.7,15.0,7,4,10.0,19.0
1.5,25.9,14.0,15,4,9.0,16.9
0.5,26.1,16.0,1,2,8.0,16.2
0,26.2,16.5,7,2,4.3,17.6
0,27.0,18.0,7,3,7.0,18.0
0.0,26.2,17.2,7,3,7.5,18.2
59.5,24.6,19.2,7,0,10.0,22.8
0,27.7,16.8,7,2,3.5,16.3
0,31.2,16.6,9,1,2.8,15.2
0,27.8,18.8,3,2,6.3,18.6
19.0,20.4,16.6,1,4,10.0,19.6
0.0,27.1,17.3,8,3,10.0,14.8
0,28.1,17.6,8,2,2.3,19.0
5.0,27.2,17.3,14,3,6.8,19.9
0,25.6,15.8,7,2,5.3,15.8
0.0,26.2,18.2,7,4,10.0,19.2
43.5,18.4,15.7,2,0,10.0,18.4
3.5,19.8,15.3,1,4,10.0,17.2
0.0,20.5,14.7,2,4,10.0,16.2
0.0,24.7,15.9,6,4,8.3,18.1
0.0,25.2,18.0,7,4,9.3,19.4
0.5,25.4,19.4,6,4,10.0,20.7
0.5,26.6,18.0,0,4,7.0,18.3
0,27.4,17.0,15,3,9.0,13.2
0.5,18.6,15.4,2,4,10.0,15.8
3.0,18.7,15.1,14,10,10.0,18.3
0,24.1,17.3,8,4,10.0,20.8
0,28.0,19.1,7,4,8.8,22.8
2.5,25.9,19.9,7,3,9.8,24.6
0,28.9,19.5,7,3,6.3,24.5
0,30.3,21.4,7,3,9.8,25.6
0.5,30.1,22.2,2,3,9.0,25.3
4.5,28.6,21.4,2,4,10.0,25.3
0.0,26.2,21.6,2,4,10.0,25.1
0,32.6,22.9,8,3,7.3,27.1
0,35.4,25.9,8,1,0.8,28.0
0,36.2,25.7,8,2,2.3,24.7
0,35.7,24.1,7,2,5.5,26.4
0,35.1,24.8,7,2,3.8,28.3
0,35.4,25.3,7,3,8.0,28.6
0,36.4,25.3,7,3,5.0,28.4
0,37.0,25.4,7,2,0.5,28.7
0,35.2,25.4,7,2,5.0,29.5
0.0,35.3,25.2,9,4,8.3,29.2
3.5,29.3,24.4,9,10,9.3,28.0
2.0,32.1,23.9,8,4,9.8,27.2
0.0,31.1,23.6,1,4,9.5,27.4
0.0,31.4,23.1,3,4,8.0,24.9
0,31.0,22.4,15,4,7.5,22.3
0,32.0,21.8,8,3,7.5,23.6
0.0,31.8,24.3,7,4,6.8,27.3
0,34.4,24.9,7,3,8.0,28.2
32.0,28.5,22.7,7,4,10.0,28.1
53.0,25.2,22.6,1,10,10.0,28.7
22.5,26.9,22.8,2,10,10.0,27.9
61.5,25.3,23.0,7,0,10.0,29.1
9.0,24.7,22.6,7,10,10.0,28.8
1.5,29.8,22.1,8,4,7.3,28.7
0.0,32.2,23.1,8,3,8.0,28.8
0.0,31.6,25.6,9,10,10.0,30.0
0.0,34.5,24.8,14,3,8.5,25.9
0.0,32.8,25.0,7,3,9.8,28.1
1.5,32.8,26.1,7,4,5.8,31.2
0,33.6,25.1,7,2,5.5,28.6
0,32.8,24.9,7,2,6.3,27.8
0.0,33.5,25.5,8,2,6.3,29.5
45.5,29.1,24.9,8,0,10.0,32.8
0,33.6,26.2,8,4,8.5,30.9
1.0,32.9,25.5,9,2,7.3,31.3
0,33.9,24.6,6,2,6.3,30.4
0,34.5,26.5,6,2,6.8,31.6
0,35.0,27.2,7,2,3.5,32.4
0.0,35.9,27.1,7,3,8.8,31.6
0.0,35.9,27.6,7,3,9.8,32.7
0.0,36.1,28.2,7,4,7.3,34.2
18.0,29.7,22.2,2,4,10.0,27.4
0.0,27.7,21.6,2,4,9.8,24.5
0,28.8,22.3,7,4,10.0,23.4
0.0,33.0,24.4,7,4,8.3,29.4
0,33.9,26.2,8,2,4.8,31.4
0,35.7,27.7,8,3,6.8,30.5
0,35.3,27.5,8,2,6.0,30.5
0,34.3,26.8,8,2,6.0,30.8
2.0,32.0,25.3,8,4,9.8,31.1
47.5,28.6,23.8,8,10,10.0,30.5
0.0,33.3,23.7,7,4,8.8,31.8
0,34.0,25.9,8,3,8.8,31.7
0.0,36.4,27.9,9,3,8.3,31.4
5.0,32.3,23.4,2,10,10.0,27.9
13.0,31.1,23.7,8,10,6.0,28.4
0,32.5,22.7,7,2,3.0,22.4
1.5,31.2,23.8,14,4,9.8,28.1
1.0,29.0,23.8,2,4,10.0,28.9
0.0,29.5,23.6,1,4,10.0,27.9
0,33.5,24.7,8,4,8.3,32.6
2.0,32.7,22.6,2,4,10.0,29.3
0.0,29.3,23.0,6,4,10.0,25.4
3.5,31.3,24.2,7,4,10.0,31.7
0.0,33.9,26.5,7,2,5.5,31.5
5.0,28.1,21.4,2,10,9.8,25.5
0.5,28.0,18.6,2,4,8.0,19.5
5.0,26.2,20.2,1,4,10.0,24.5
1.0,32.5,22.3,8,4,8.8,29.9
23.0,32.7,23.6,8,4,9.8,32.2
15.0,25.1,21.4,0,10,10.0,28.0
0.0,29.1,21.5,1,4,7.8,25.9
0.0,31.8,23.1,4,2,7.0,27.2
0,31.3,23.9,6,4,7.8,27.5
0.0,32.0,23.9,7,2,6.0,30.3
6.0,30.0,24.4,8,4,9.8,31.6
1.0,26.0,21.4,0,4,10.0,26.4
0.5,28.8,21.6,2,4,9.8,26.6
0,30.6,22.0,2,2,3.5,22.0
0.0,28.3,21.3,1,4,9.8,21.9
1.5,30.9,22.3,3,3,9.0,24.1
0.0,31.2,22.0,7,4,9.0,27.7
0,32.3,22.9,3,3,9.3,26.2
0,27.1,20.9,2,4,9.8,20.3
0,31.1,19.5,6,2,4.3,20.4
0.0,31.1,22.8,7,3,9.5,25.5
72.5,26.7,23.7,7,0,10.0,31.8
18.5,30.8,24.7,7,4,9.3,32.8
50.0,27.8,17.0,8,0,10.0,25.7
0.0,24.2,16.5,2,4,10.0,16.8
0.0,24.9,17.2,14,4,10.0,16.5
9.5,25.1,19.0,14,4,10.0,23.7
112.5,25.8,20.5,1,0,10.0,28.2
0,27.6,20.1,2,2,4.0,20.6
0,29.1,18.5,7,1,1.0,21.1
0,29.0,19.4,3,2,5.8,21.3
0.0,27.5,18.7,0,2,6.3,17.0
0.0,26.7,20.3,7,4,10.0,19.6
0.0,28.3,19.2,2,2,3.3,19.9
0.0,29.2,19.8,15,2,2.5,19.2
0,29.6,18.9,2,1,1.8,17.9
0,27.6,20.1,9,4,9.0,21.3
0.0,29.5,20.5,8,2,5.3,22.5
14.0,25.2,14.3,2,10,9.0,20.4
9.0,15.0,11.4,1,10,10.0,13.8
53.0,13.3,11.3,14,0,10.0,13.6
0.0,20.9,12.1,2,4,9.5,15.5
7.5,21.1,14.3,15,4,7.8,16.2
9.0,22.8,14.7,14,4,10.0,19.7
0,25.8,17.6,0,3,9.8,16.6
0.0,20.0,17.4,1,4,10.0,14.4
9.5,17.9,14.9,14,10,10.0,16.3
5.0,20.5,14.9,15,4,10.0,18.5
0.0,24.7,17.5,0,4,9.5,18.5
0.0,25.5,16.1,1,4,7.5,19.1
1.5,21.9,18.7,14,4,10.0,21.9
4.0,18.8,13.0,1,4,10.0,15.6
1.5,18.8,11.4,1,4,8.5,11.5
0,20.7,9.7,8,1,0.0,9.4
0,23.2,10.9,13,2,2.5,12.9
0,20.8,14.1,14,4,8.3,14.5
0,23.8,13.1,2,2,6.3,14.3
0.0,17.2,11.9,1,4,10.0,11.8
1.0,14.4,10.2,15,4,10.0,8.5
3.0,18.9,9.5,15,1,2.5,9.0
0,17.7,8.5,15,4,5.3,9.5
0,19.2,9.9,15,4,4.8,11.2
0,22.0,10.8,0,2,0.5,10.2
0,19.2,10.2,0,2,4.8,9.0
0,20.1,10.3,15,1,0.0,10.3
0.0,17.6,12.1,15,4,10.0,11.5
0.0,22.8,11.6,7,1,2.0,13.3
0,24.3,12.8,13,2,2.0,13.8
0.0,21.0,11.9,13,2,7.0,12.8
0.0,17.3,11.7,2,4,8.5,8.9
0,18.4,10.0,15,2,2.0,9.3
0,18.2,9.6,15,4,6.8,10.9
0,22.2,11.0,15,1,2.5,9.6
0,19.2,10.4,7,2,3.3,9.6
0,21.8,9.9,14,2,3.8,10.9
0,21.6,10.4,15,1,0.8,11.9
0,21.8,13.1,15,2,2.0,14.3
0.5,24.1,13.0,8,3,7.5,16.8
0.0,18.8,14.2,4,2,7.0,9.5
6.0,14.4,9.4,14,10,7.3,12.3
0,17.3,8.3,14,1,2.3,9.2
0,17.7,7.7,15,4,7.3,8.5
0,17.9,9.2,14,2,3.8,10.1
0,18.5,8.9,13,2,5.8,9.3
6.0,13.7,10.3,15,4,10.0,10.9
3.0,17.8,10.8,14,10,7.5,14.3
0.0,20.4,10.1,2,2,5.0,12.6
42.0,15.3,10.3,14,10,10.0,12.7
0.5,20.9,9.5,14,2,7.0,11.0
0.5,17.8,10.5,7,1,2.5,10.1
1.0,16.6,10.5,14,4,9.8,11.9
0,19.2,10.8,15,1,2.0,8.7
0.0,14.3,8.4,14,4,10.0,9.0
10.5,21.3,11.6,8,4,10.0,16.4
32.5,20.6,13.4,0,4,9.8,15.3
0.5,13.6,8.4,15,10,10.0,9.0
0,13.3,6.1,15,4,9.0,7.1
0,11.7,5.4,15,4,7.0,7.1
0,15.9,4.9,14,2,5.8,8.0
19.5,10.3,5.2,0,10,10.0,8.1
9.5,8.6,4.1,15,10,7.8,8.9
0,14.2,3.6,13,2,2.0,7.5
0,14.9,4.3,13,1,2.5,6.9
0,13.8,5.0,1,2,6.3,7.7
0,15.8,5.0,14,2,5.8,8.0
0.0,15.2,6.4,1,3,7.5,8.6
0,11.8,5.8,2,2,4.0,6.3
3.5,10.1,5.3,14,10,7.3,8.9
0,15.4,4.9,9,2,0.3,6.0
0,12.4,3.0,14,2,2.0,4.7
0,14.1,2.3,14,1,0.0,5.5
3.5,10.1,4.5,15,4,10.0,6.2
2.5,11.3,2.8,13,2,4.5,5.5
0,10.1,0.0,9,1,0.0,3.2
0,10.9,0.8,14,1,0.0,4.3
0.0,9.9,2.8,14,4,10.0,5.8
17.5,10.7,4.1,14,10,7.0,8.8
0,8.4,2.2,11,1,0.3,2.6
0,11.5,-0.1,14,1,0.0,4.1
0,13.1,1.8,14,2,0.3,4.7
0,11.4,1.8,14,2,2.3,4.3
0,12.3,2.0,14,1,0.0,4.6
0,11.9,2.8,1,2,3.3,5.9
0,13.7,2.9,14,1,0.0,5.3
0,11.8,2.8,14,4,3.3,4.9
0,10.5,3.1,15,4,3.5,5.5
