降水量の合計(mm),最高気温(℃),最低気温(℃),最多風向(16方位),天気概況(昼：06時〜18時),平均雲量(10分比),平均蒸気圧(hPa)
27.0,17.2,12.0,6,10,10.0,14.9
0.0,20.9,11.6,13,2,6.3,10.0
0,16.9,9.3,14,3,9.3,6.3
0,16.7,9.0,0,4,10.0,8.3
0,22.8,11.6,7,2,9.5,11.7
1.0,19.3,9.2,14,4,10.0,12.3
1.0,15.6,6.1,15,4,9.3,4.8
0.5,15.3,5.0,15,4,10.0,6.7
0.0,12.6,8.6,0,10,10.0,10.4
0.0,21.9,9.6,14,2,3.5,9.7
0,22.5,8.0,15,2,3.3,8.3
0,23.2,10.8,0,2,7.0,8.9
0,22.5,10.2,15,2,6.5,8.9
0,22.5,12.0,13,1,0.0,7.3
0,25.1,9.6,15,2,0.0,9.6
0,27.9,12.1,15,2,0.8,10.1
0,25.8,15.8,7,3,10.0,13.6
0,28.0,14.3,7,2,0.8,15.3
0.0,29.3,16.9,15,3,8.8,17.5
18.0,25.6,16.0,7,4,10.0,18.9
3.5,19.7,13.9,14,4,9.3,16.6
0,20.6,11.0,14,2,6.3,8.7
6.5,14.5,9.8,15,4,10.0,11.2
23.5,14.8,12.6,0,10,8.5,15.1
0,23.2,9.3,15,3,5.8,8.9
0,23.7,9.5,0,2,0.5,11.4
18.5,21.4,13.2,15,3,9.0,14.5
0.0,25.2,14.3,14,2,4.3,15.4
0,25.6,14.1,14,4,9.3,14.7
7.0,18.2,16.0,15,10,10.0,17.4
0.0,28.1,15.6,7,2,8.5,18.3
14.5,24.2,19.1,7,4,10.0,21.8
9.5,26.1,15.7,14,4,10.0,19.3
0,23.3,14.0,9,4,9.3,13.9
32.0,19.4,11.9,14,4,6.8,14.7
0.0,21.5,9.6,7,2,3.8,10.4
12.5,16.2,10.8,14,10,9.8,12.7
0.0,21.3,8.1,14,3,6.5,7.7
0,21.2,9.6,14,1,1.5,7.0
0,25.4,9.7,0,2,2.0,9.4
0,27.2,13.0,0,2,3.5,11.7
0,24.4,15.9,8,3,9.8,14.9
0,26.9,16.1,14,2,5.0,16.1
0,24.0,14.6,13,2,6.8,9.6
3.5,17.2,12.4,15,4,9.5,11.5
0,23.3,10.7,10,3,7.8,13.3
0.0,25.1,15.2,3,4,7.5,14.0
13.0,22.5,16.9,7,10,9.3,18.5
27.5,21.4,17.4,7,10,10.0,22.5
9.0,23.7,15.5,13,4,8.5,17.2
0.0,20.0,13.7,15,4,10.0,9.4
0,21.3,13.9,7,4,10.0,12.3
0,20.7,15.0,1,4,10.0,14.0
0,27.5,13.0,15,2,4.3,12.7
0,27.9,14.6,13,3,5.8,13.5
0,26.0,17.1,15,4,10.0,12.9
4.0,20.3,16.6,0,10,10.0,17.1
3.0,27.6,15.7,14,2,5.8,15.3
0.0,28.7,17.5,15,2,4.0,13.7
0,28.1,16.9,7,2,4.5,16.6
0,27.6,18.1,7,2,4.8,17.4
22.0,23.3,17.7,6,4,9.0,19.1
62.5,28.2,17.2,15,3,9.3,16.9
0,27.7,17.6,13,2,4.5,13.6
0,33.1,16.9,15,1,4.0,13.0
0.5,31.5,17.5,7,2,6.5,16.0
6.5,27.1,17.3,14,10,7.0,17.2
0,26.3,14.6,7,3,7.5,13.5
0,29.5,18.4,0,2,3.5,17.8
0,30.0,19.1,14,2,2.0,16.0
0,27.8,17.6,7,2,5.3,15.0
2.5,26.9,19.6,7,4,9.8,19.9
31.5,20.9,17.2,6,10,10.0,20.1
0,25.2,17.2,13,2,2.3,15.6
0,26.9,15.5,11,2,2.5,15.5
0,27.9,17.7,7,2,5.8,18.4
0.0,28.5,20.0,6,2,9.3,19.9
1.0,24.7,19.4,7,4,10.0,20.7
0.0,29.0,19.0,13,2,5.3,17.6
0.0,27.9,17.3,7,3,10.0,16.1
13.5,22.1,16.3,6,10,10.0,18.5
5.5,19.6,16.4,0,10,10.0,20.3
0,26.1,18.6,7,4,10.0,22.4
0,31.0,20.2,6,4,9.3,22.4
3.5,24.9,21.1,7,4,10.0,24.2
0,31.5,19.9,11,2,6.3,23.6
0,31.5,22.2,6,3,10.0,23.9
37.0,27.0,21.6,7,10,10.0,26.2
23.0,27.1,21.9,11,4,10.0,28.2
0.0,31.1,22.7,7,4,9.0,27.1
0.0,32.1,25.3,6,4,7.5,28.5
0.0,34.2,25.1,6,2,8.5,27.5
0.0,32.0,24.5,7,4,8.5,25.2
0,35.5,24.7,14,3,5.5,26.5
0,36.7,26.1,6,2,4.0,26.1
0,37.5,25.9,7,2,1.8,25.8
0,37.9,27.1,13,2,4.0,24.8
0,38.4,26.6,15,1,0.3,24.9
0,34.9,25.7,7,2,3.3,27.1
51.5,27.8,23.5,5,0,10.0,29.4
3.0,27.1,23.9,6,10,10.0,29.3
10.5,29.1,23.0,6,10,10.0,29.0
12.5,35.0,23.3,15,2,5.3,28.2
0.0,33.1,23.4,7,4,8.8,27.6
0.0,33.7,24.9,7,4,9.3,28.4
50.0,31.9,23.9,7,4,8.5,29.6
48.5,27.1,21.6,15,10,10.0,27.6
0,32.9,23.3,7,4,8.3,27.9
14.0,26.6,24.1,6,10,10.0,29.9
0,33.0,23.2,13,2,5.0,26.5
67.0,28.7,22.5,8,4,9.5,27.9
8.0,27.9,22.6,6,4,10.0,29.0
7.0,27.6,22.7,7,4,10.0,28.1
15.0,32.1,22.5,6,4,8.5,27.2
0.0,32.4,24.0,6,4,10.0,26.3
49.5,27.1,24.6,6,0,10.0,31.6
0,32.7,24.4,13,3,8.0,24.6
0.0,33.3,23.9,7,4,7.5,25.8
14.0,33.2,22.8,13,2,8.0,27.3
0,31.3,23.9,13,1,2.8,23.0
0,33.6,22.8,0,2,7.5,24.2
0,35.3,25.6,6,2,5.8,26.4
0.5,33.8,26.4,6,4,6.8,29.9
15.5,32.6,24.9,7,4,9.3,31.3
0,34.0,25.5,7,2,6.3,29.6
0,34.4,25.8,7,2,4.5,29.9
0,34.5,25.6,7,2,5.0,29.4
0,36.2,26.5,6,2,5.0,29.9
0,36.2,27.3,6,2,7.5,31.7
0,37.5,27.4,13,3,8.0,28.5
0,37.5,28.3,15,2,6.3,27.4
3.5,30.3,23.8,15,4,9.0,28.5
0.5,33.3,23.2,7,4,9.3,27.9
0.0,31.3,24.1,6,4,8.8,27.9
0,33.9,24.9,7,2,6.0,29.2
17.5,33.1,26.5,6,4,9.3,32.1
0.0,35.6,27.2,6,4,9.5,32.8
0.0,35.0,27.8,7,4,9.5,32.0
0.0,34.5,26.3,7,3,8.5,30.6
3.0,31.5,25.8,6,4,10.0,31.8
2.0,34.9,25.2,13,4,8.8,29.3
17.5,31.9,23.7,15,4,9.8,29.2
0,35.2,25.9,6,4,8.3,31.0
2.5,35.4,25.6,6,4,9.3,30.8
32.0,29.0,23.0,15,4,10.0,29.9
38.0,31.7,22.7,14,0,5.8,27.2
0,32.9,22.9,0,2,7.8,23.2
3.0,31.8,25.8,1,4,10.0,28.2
5.5,31.9,24.7,15,4,9.8,30.9
4.0,32.8,25.6,7,4,6.5,30.7
2.5,32.3,25.2,6,4,10.0,32.0
0.0,35.9,26.3,15,4,8.5,28.9
33.0,29.2,25.3,6,10,10.0,32.2
0.0,31.4,24.8,15,4,9.5,29.5
5.0,30.6,25.5,14,4,8.0,28.1
0.5,31.9,23.4,15,3,7.0,22.0
0.0,31.7,22.9,9,2,8.5,23.4
8.0,31.9,22.8,6,4,8.8,29.9
18.0,33.3,25.7,7,4,9.5,32.2
1.0,31.9,26.1,7,4,10.0,32.2
8.5,32.7,22.9,6,4,9.5,28.4
5.0,31.3,23.9,15,4,9.5,29.3
3.5,31.6,23.9,7,2,5.8,28.9
0.5,33.5,24.4,6,2,5.0,27.2
16.5,31.4,24.4,6,4,9.5,29.8
3.0,33.8,23.3,15,2,8.8,28.0
11.5,27.9,23.5,15,4,10.0,27.4
7.0,32.2,23.6,0,4,9.5,28.7
52.5,32.6,22.9,8,2,5.0,28.2
0.0,33.0,25.3,8,2,6.3,25.5
0,33.3,24.8,10,3,8.3,25.8
0,34.0,24.9,8,3,7.8,27.6
0.0,34.0,26.3,8,3,9.3,29.1
0,31.2,25.1,7,4,10.0,23.1
0,31.5,24.1,7,2,8.5,21.1
0.0,32.2,24.1,6,4,10.0,22.7
9.0,31.4,23.6,6,4,9.5,29.9
15.5,30.2,24.9,7,10,10.0,31.2
29.5,27.6,19.1,14,4,10.0,19.8
0.0,27.2,18.8,15,2,8.3,16.2
0.5,23.3,19.9,15,10,10.0,21.3
95.5,22.6,21.0,0,0,10.0,25.7
0.0,30.0,19.6,14,2,3.5,20.9
0,29.2,18.4,15,2,5.8,19.2
0,31.1,21.2,14,2,2.8,22.9
1.0,31.2,21.5,15,4,9.5,24.2
0.0,27.4,21.1,13,4,10.0,21.9
0.0,26.6,20.4,15,4,10.0,20.9
0,28.7,19.7,0,2,4.8,20.8
0,30.6,20.6,15,1,0.8,18.9
0,30.6,20.0,0,2,4.8,19.3
0,28.9,20.8,7,4,9.3,20.1
0.0,29.4,22.4,6,4,10.0,22.7
3.0,25.7,17.3,14,4,9.5,18.6
0.0,20.2,16.6,0,4,10.0,12.1
25.0,17.4,14.5,15,10,9.5,16.9
0,24.3,15.2,15,4,9.5,15.0
20.5,20.2,15.5,15,4,10.0,16.3
3.5,25.9,15.9,14,4,10.0,18.6
0,22.7,14.8,14,3,9.5,12.2
0.0,25.0,15.7,15,4,9.5,13.6
0,22.2,16.3,15,4,7.5,15.9
0,27.8,14.9,0,2,2.3,16.6
0,28.5,17.3,15,2,5.0,18.3
0,27.6,18.2,8,2,5.8,19.7
4.0,21.0,18.0,15,10,10.0,21.1
0.0,23.8,15.3,0,2,5.0,13.2
0,22.7,11.4,0,1,3.0,7.8
0,22.6,10.4,0,1,0.0,8.8
0,23.5,10.7,0,2,3.8,12.1
0,24.4,15.6,0,4,7.8,14.8
0,25.1,15.7,15,2,4.5,14.6
0,22.5,13.8,15,1,1.8,9.7
0,18.8,11.6,0,4,5.0,8.8
0,20.7,8.7,0,1,0.0,7.5
0,19.3,8.5,0,4,5.3,9.3
0,21.9,9.7,15,1,0.5,10.7
0,21.5,11.3,15,1,1.8,9.7
0,21.1,10.8,0,3,5.5,9.2
0.0,20.8,10.7,0,4,8.5,11.2
10.5,16.8,13.9,15,10,10.0,14.8
0,24.1,12.3,15,1,0.5,14.5
0,23.0,10.9,0,2,1.0,13.3
0,21.8,11.4,15,2,2.0,11.8
0,19.7,9.1,15,2,0.5,9.5
0,20.3,9.1,0,2,2.0,8.3
0.0,20.3,8.2,15,2,5.0,9.3
0,20.6,9.7,15,2,0.8,10.1
0,20.0,7.7,0,1,0.0,8.3
0,20.9,8.3,0,2,2.5,10.3
0,21.2,9.4,0,2,1.8,11.0
0.0,23.1,10.1,15,1,2.3,12.3
9.0,20.2,13.8,15,4,10.0,16.4
0,18.9,13.3,14,2,5.5,9.5
0.0,19.3,10.5,15,2,5.3,9.4
0.0,17.4,9.6,15,2,5.3,9.4
0,16.7,7.5,0,2,7.8,9.7
0,18.6,7.6,0,1,0.0,9.1
0,19.7,7.2,0,2,3.8,8.7
0.0,18.3,11.4,0,4,10.0,10.3
14.0,21.6,11.9,15,2,4.5,13.8
0,19.6,10.5,1,4,7.5,11.9
36.0,14.7,12.4,0,0,10.0,14.1
0,20.1,11.2,14,3,6.8,10.3
0,19.1,8.2,15,2,2.3,9.7
0.5,18.4,11.7,15,4,7.8,13.6
0,18.9,9.9,0,2,2.5,9.4
7.0,19.4,9.9,15,4,10.0,12.8
36.0,20.0,15.8,7,10,10.0,20.0
1.0,18.1,9.2,13,4,8.0,11.9
0,13.2,6.8,13,2,5.5,7.9
0,11.6,4.9,14,2,4.0,7.0
0,13.2,3.2,15,2,3.8,6.4
0.0,13.3,4.8,15,4,8.8,7.9
0.0,12.6,7.0,15,4,8.3,7.9
0.0,15.1,6.4,15,2,5.0,7.9
0,11.9,4.0,13,2,4.5,6.6
0.0,13.8,4.1,15,2,5.5,7.7
0,14.7,3.3,15,2,4.8,7.2
0,16.4,4.8,15,1,5.0,8.1
0.0,15.5,8.2,15,2,7.8,8.1
0,13.7,5.6,15,2,2.5,6.2
4.5,13.5,6.9,15,10,8.0,9.4
0.0,10.2,3.4,13,2,3.0,5.8
0.0,9.5,2.0,13,2,3.8,5.7
0,9.4,1.4,13,2,3.3,6.8
3.5,6.8,2.8,0,4,10.0,7.2
0,6.2,0.6,13,2,1.5,4.4
0,7.7,-2.0,13,2,4.0,3.8
0,7.5,-0.1,15,4,5.0,5.7
0.5,10.2,-0.3,15,4,8.0,6.3
6.5,13.5,3.0,14,10,7.5,8.4
0.0,6.0,0.3,11,2,1.3,3.0
9.5,4.8,-0.9,14,0,5.5,5.9
0.5,9.8,-0.1,14,2,3.0,6.4
0.0,8.8,1.7,15,2,3.5,5.6
0,11.2,1.2,15,2,3.8,5.9
0,11.1,-0.1,15,2,0.8,6.2
0.0,10.4,2.3,13,2,4.5,6.9
0.0,7.9,3.2,14,4,8.8,6.7
0,10.4,3.2,15,4,6.5,6.7
